OVD_t1,	OVD_t2,	OVD_sum,	pay_normal,	prod_code,	prod_limit,	update_date,	new_balance,	highest_balance,	report_date
0,	0,	0,	17,	10,	135300.0,	06/11/2014,	360.0,	48811.0,	17/10/2015
0,	0,	0,	17,	10,	79200.0,	06/11/2014,	147804.0,	177082.0,	10/03/2015
0,	0,	0,	22,	10,	11000.0,	05/11/2014,	9780.0,	10500.0,	19/12/2015
0,	0,	0,	23,	10,	40700.0,	03/11/2014,	33541.2,	41021.0,	17/01/2016
0,	0,	0,	22,	10,	165000.0,	02/11/2014,	505.2,	24844.0,	14/10/2015
0,	0,	0,	24,	10,	135300.0,	02/11/2014,	41614.8,	117013.0,	01/11/2016
0,	0,	0,	25,	10,	25300.0,	01/11/2014,	4299.6,	20167.0,	02/10/2016
0,	0,	0,	7,	10,	121000.0,	31/10/2014,	109609.2,	118129.0,	16/02/2016
0,	0,	0,	10,	10,	95700.0,	29/10/2014,	84577.2,	87389.0,	14/02/2016
0,	0,	0,	20,	10,	129800.0,	26/10/2014,	44272.8,	120357.0,	15/05/2016
0,	0,	0,	16,	10,	82500.0,	26/10/2014,	17002.8,	47359.0,	02/12/2016
0,	0,	0,	14,	10,	55000.0,	26/10/2014,	18867.6,	39836.0,	29/12/2015
0,	0,	0,	7,	10,	119900.0,	20/10/2014,	55591.2,	94856.0,	14/05/2016
0,	0,	0,	14,	10,	88000.0,	19/10/2014,	64806.0,	78205.0,	20/09/2015
0,	0,	0,	15,	10,	95700.0,	17/10/2014,	189802.8,	184308.0,	22/12/2015
0,	0,	0,	14,	10,	88000.0,	17/10/2014,	7699.2,	70494.0,	27/11/2015
0,	0,	0,	17,	10,	79200.0,	17/10/2014,	-12.0,	71592.0,	13/02/2016
0,	0,	0,	18,	10,	40700.0,	15/10/2014,	-42.0,	38084.0,	18/03/2016
0,	0,	0,	3,	10,	165000.0,	14/10/2014,	-54.0,	4825.0,	19/01/2016
0,	0,	0,	2,	10,	110000.0,	14/10/2014,	3530.4,	7318.0,	15/02/2016
0,	0,	0,	13,	10,	85800.0,	14/10/2014,	66283.2,	67011.0,	25/09/2015
0,	0,	0,	11,	10,	99000.0,	13/10/2014,	5311.2,	30410.0,	21/09/2015
0,	0,	0,	17,	10,	85800.0,	13/10/2014,	0.0,	50147.0,	01/12/2016
0,	0,	0,	15,	10,	27500.0,	13/10/2014,	25770.0,	27017.0,	22/11/2015
0,	0,	0,	14,	10,	11000.0,	13/10/2014,	0.0,	8156.0,	15/11/2015
0,	0,	0,	6,	10,	116600.0,	12/10/2014,	135378.0,	117060.0,	19/03/2016
0,	0,	0,	6,	10,	116600.0,	12/10/2014,	135378.0,	117060.0,	19/03/2016
0,	0,	0,	14,	10,	114400.0,	11/10/2014,	87037.2,	73030.0,	14/12/2015
0,	0,	0,	6,	10,	62700.0,	11/10/2014,	50032.8,	66251.0,	16/01/2016
0,	0,	0,	12,	10,	55000.0,	11/10/2014,	24220.8,	50060.0,	16/10/2015
0,	0,	0,	16,	10,	116600.0,	10/10/2014,	4662.0,	43032.0,	14/01/2016
0,	0,	0,	15,	10,	55000.0,	10/10/2014,	28540.8,	53295.0,	01/04/2016
0,	0,	0,	21,	10,	27500.0,	10/10/2014,	27253.2,	27528.0,	15/06/2016
0,	0,	0,	16,	10,	13200.0,	09/10/2014,	0.0,	6313.0,	26/07/2015
0,	0,	0,	20,	10,	77000.0,	08/10/2014,	5862.0,	15477.0,	18/03/2016
0,	0,	0,	10,	10,	149600.0,	03/10/2014,	106514.4,	134576.0,	17/11/2015
0,	0,	0,	20,	10,	148500.0,	02/10/2014,	0.0,	30821.0,	22/06/2015
0,	0,	0,	28,	10,	129800.0,	02/10/2014,	1633.2,	29993.0,	23/04/2016
0,	0,	0,	27,	10,	91300.0,	02/10/2014,	52260.0,	83135.0,	16/04/2016
0,	0,	0,	12,	10,	73700.0,	02/10/2014,	-673.2,	54987.0,	15/03/2015
0,	0,	0,	4,	10,	73700.0,	02/10/2014,	-1.2,	54987.0,	01/01/2016
0,	0,	0,	21,	10,	70400.0,	02/10/2014,	8629.2,	58726.0,	19/10/2015
0,	0,	0,	13,	10,	154000.0,	30/09/2014,	17078.4,	132613.0,	19/10/2015
0,	0,	0,	16,	10,	108900.0,	30/09/2014,	7514.4,	86340.0,	01/08/2016
1,	0,	1,	16,	10,	55000.0,	29/09/2014,	2193.6,	50490.0,	17/02/2016
0,	0,	0,	11,	10,	154000.0,	28/09/2014,	0.0,	18917.0,	23/02/2015
0,	0,	0,	20,	10,	140250.0,	26/09/2014,	0.0,	44145.0,	26/03/2016
0,	0,	0,	20,	10,	62700.0,	26/09/2014,	69159.6,	58132.0,	17/05/2016
0,	0,	0,	12,	10,	55000.0,	26/09/2014,	1833.6,	51049.0,	19/09/2015
0,	0,	0,	13,	10,	71500.0,	24/09/2014,	5689.2,	53617.0,	19/10/2015
0,	0,	0,	2,	10,	137500.0,	23/09/2014,	708.0,	2908.0,	29/06/2015
0,	0,	0,	5,	10,	137500.0,	23/09/2014,	0.0,	2908.0,	29/06/2015
0,	0,	0,	9,	10,	110000.0,	23/09/2014,	0.0,	2908.0,	28/02/2015
0,	0,	0,	15,	10,	73700.0,	21/09/2014,	19471.2,	39058.0,	16/12/2015
0,	0,	0,	16,	10,	27500.0,	20/09/2014,	1836.0,	2811.0,	22/12/2015
0,	0,	0,	12,	10,	134200.0,	16/09/2014,	673.2,	24117.0,	17/07/2015
0,	0,	0,	15,	10,	83600.0,	16/09/2014,	59222.4,	71760.0,	21/11/2015
0,	0,	0,	16,	10,	68200.0,	16/09/2014,	17772.0,	15661.0,	26/12/2015
1,	0,	1,	15,	10,	57200.0,	16/09/2014,	0.0,	12692.0,	25/07/2015
0,	0,	0,	19,	10,	58300.0,	15/09/2014,	890.4,	24619.0,	04/06/2016
0,	0,	0,	15,	10,	55000.0,	15/09/2014,	10900.8,	39730.0,	20/11/2015
0,	0,	0,	16,	10,	55000.0,	11/09/2014,	324123.6,	270603.0,	12/11/2015
0,	0,	0,	3,	10,	46200.0,	09/09/2014,	18600.0,	16000.0,	19/10/2014
0,	0,	0,	4,	10,	44000.0,	09/09/2014,	44740.8,	39873.0,	11/09/2015
0,	0,	0,	22,	10,	160600.0,	06/09/2014,	75727.2,	116847.0,	18/03/2016
0,	0,	0,	2,	10,	123200.0,	05/09/2014,	2211.6,	49048.0,	20/10/2015
0,	0,	0,	21,	10,	62700.0,	02/09/2014,	0.0,	53536.0,	11/09/2015
0,	0,	0,	1,	10,	62700.0,	02/09/2014,	1917.6,	53536.0,	11/09/2015
0,	0,	0,	19,	10,	91300.0,	30/08/2014,	102013.2,	91341.0,	02/08/2016
0,	0,	0,	17,	10,	49500.0,	29/08/2014,	13311.6,	24588.0,	21/12/2015
0,	0,	0,	15,	10,	169400.0,	27/08/2014,	12390.0,	24245.0,	21/12/2015
0,	0,	0,	18,	10,	55000.0,	27/08/2014,	50209.2,	46081.0,	15/02/2016
0,	0,	0,	1,	10,	55000.0,	27/08/2014,	0.0,	2068.0,	12/06/2014
0,	0,	0,	17,	10,	113300.0,	26/08/2014,	51854.4,	101008.0,	21/12/2015
0,	0,	0,	18,	10,	136400.0,	24/08/2014,	144000.0,	120500.0,	26/02/2016
0,	0,	0,	19,	10,	55220.0,	24/08/2014,	7710.0,	30863.0,	16/02/2016
0,	0,	0,	18,	10,	117700.0,	20/08/2014,	107318.4,	108103.0,	01/02/2016
0,	0,	0,	18,	10,	51700.0,	18/08/2014,	51997.2,	52171.0,	14/02/2016
0,	0,	0,	20,	10,	181500.0,	17/08/2014,	4926.0,	67504.0,	18/03/2016
0,	0,	0,	16,	10,	100100.0,	17/08/2014,	0.0,	2027.0,	18/11/2014
0,	0,	0,	4,	10,	82500.0,	17/08/2014,	87502.8,	73419.0,	27/02/2016
0,	0,	0,	20,	10,	82500.0,	17/08/2014,	0.0,	39899.0,	17/08/2015
0,	0,	0,	20,	10,	57200.0,	17/08/2014,	-480.0,	19406.0,	07/06/2015
0,	0,	0,	4,	10,	45100.0,	17/08/2014,	21166.8,	44000.0,	17/10/2015
2,	0,	11,	18,	10,	95700.0,	16/08/2014,	38995.2,	56131.0,	03/06/2016
0,	0,	0,	20,	10,	82500.0,	16/08/2014,	384.0,	33334.0,	08/11/2015
0,	0,	0,	15,	10,	55000.0,	16/08/2014,	-1200.0,	14210.0,	26/09/2014
0,	0,	0,	22,	10,	50600.0,	16/08/2014,	15786.0,	24465.0,	23/04/2016
0,	0,	0,	7,	10,	279400.0,	15/08/2014,	42562.8,	95539.0,	28/09/2015
0,	0,	0,	14,	10,	85800.0,	15/08/2014,	1234.8,	79347.0,	16/09/2015
0,	0,	0,	8,	10,	23100.0,	15/08/2014,	0.0,	27787.0,	18/11/2014
0,	0,	0,	20,	10,	247500.0,	13/08/2014,	260842.8,	217869.0,	03/05/2016
0,	0,	0,	13,	10,	130900.0,	12/08/2014,	63956.4,	70158.0,	12/09/2015
0,	0,	0,	14,	10,	62700.0,	12/08/2014,	42033.6,	43890.0,	01/09/2016
0,	0,	0,	16,	10,	57200.0,	10/08/2014,	18285.6,	15738.0,	12/07/2015
0,	0,	0,	16,	10,	122100.0,	09/08/2014,	21538.8,	83039.0,	24/01/2016
4,	0,	4,	9,	10,	68200.0,	09/08/2014,	15939.6,	14499.0,	10/04/2015
0,	0,	0,	17,	10,	62700.0,	08/08/2014,	52617.6,	56042.0,	20/12/2015
0,	0,	0,	20,	10,	73700.0,	07/08/2014,	88939.2,	74616.0,	17/02/2016
0,	0,	0,	22,	10,	330000.0,	06/08/2014,	312286.8,	305259.0,	04/10/2016
1,	0,	20,	23,	10,	192500.0,	04/08/2014,	31366.8,	87726.0,	19/02/2016
0,	0,	0,	25,	10,	141900.0,	04/08/2014,	4101.6,	56007.0,	26/07/2015
0,	0,	0,	1,	10,	55000.0,	04/08/2014,	24999.6,	50385.0,	15/12/2015
0,	0,	0,	25,	10,	95700.0,	03/08/2014,	103434.0,	86695.0,	19/02/2016
0,	0,	0,	17,	10,	82500.0,	02/08/2014,	49054.8,	57722.0,	26/12/2015
0,	0,	0,	22,	10,	82500.0,	01/08/2014,	27412.8,	47686.0,	26/09/2015
0,	0,	0,	15,	10,	73700.0,	01/08/2014,	27781.2,	59039.0,	03/07/2016
0,	0,	0,	5,	10,	55000.0,	01/08/2014,	52250.4,	53186.0,	03/09/2016
0,	0,	0,	20,	10,	148500.0,	30/07/2014,	1068.0,	28659.0,	16/03/2016
0,	0,	0,	18,	10,	123200.0,	30/07/2014,	44090.4,	81124.0,	16/12/2015
1,	0,	1,	18,	10,	110550.0,	30/07/2014,	28776.0,	52504.0,	03/06/2016
0,	0,	0,	20,	10,	36300.0,	28/07/2014,	21676.8,	38213.0,	14/02/2016
3,	0,	60,	14,	10,	11000.0,	28/07/2014,	9140.4,	51264.0,	14/11/2015
0,	0,	0,	20,	10,	77000.0,	26/07/2014,	0.0,	5952.0,	13/09/2015
1,	0,	1,	10,	10,	46200.0,	26/07/2014,	54164.4,	48526.0,	05/01/2016
0,	0,	0,	3,	10,	46200.0,	26/07/2014,	52006.8,	47381.0,	18/09/2015
0,	0,	0,	6,	10,	90200.0,	25/07/2014,	28447.2,	59336.0,	18/03/2016
0,	0,	0,	15,	10,	59400.0,	25/07/2014,	56792.4,	55283.0,	18/09/2015
0,	0,	0,	21,	10,	30800.0,	19/07/2014,	1861.2,	35367.0,	02/09/2016
4,	0,	42,	19,	10,	16500.0,	19/07/2014,	16111.2,	20264.0,	25/04/2016
0,	0,	0,	18,	10,	220000.0,	18/07/2014,	147440.4,	190343.0,	27/11/2015
0,	0,	0,	20,	10,	64900.0,	18/07/2014,	23882.4,	43918.0,	02/06/2016
0,	0,	0,	21,	10,	62700.0,	18/07/2014,	426.0,	57794.0,	16/03/2016
0,	0,	0,	16,	10,	22000.0,	18/07/2014,	174.0,	20168.0,	25/09/2015
0,	0,	0,	19,	10,	106700.0,	16/07/2014,	117384.0,	104144.0,	01/11/2016
0,	0,	0,	18,	10,	46200.0,	16/07/2014,	-1.2,	6396.0,	26/09/2015
0,	0,	0,	21,	10,	82500.0,	15/07/2014,	36032.4,	30527.0,	21/02/2016
0,	0,	0,	18,	10,	19800.0,	15/07/2014,	16873.2,	15411.0,	11/09/2015
0,	0,	0,	24,	10,	127600.0,	14/07/2014,	3026.4,	5328.0,	18/04/2016
0,	0,	0,	18,	10,	88000.0,	14/07/2014,	0.0,	26022.0,	21/11/2015
0,	0,	0,	5,	10,	73700.0,	14/07/2014,	73372.8,	74310.0,	17/10/2015
0,	0,	0,	19,	10,	159500.0,	10/07/2014,	36013.2,	110248.0,	29/04/2016
0,	0,	0,	18,	10,	27500.0,	10/07/2014,	-36.0,	8498.0,	18/11/2015
0,	0,	0,	23,	10,	22000.0,	04/07/2014,	0.0,	20500.0,	22/09/2014
0,	0,	0,	26,	10,	23100.0,	03/07/2014,	12842.4,	28050.0,	19/04/2016
0,	0,	0,	26,	10,	55000.0,	02/07/2014,	7860.0,	57019.0,	18/03/2016
0,	0,	0,	18,	10,	71500.0,	01/07/2014,	56192.4,	53437.0,	03/11/2016
0,	0,	0,	24,	10,	57200.0,	01/07/2014,	0.0,	7130.0,	25/01/2015
0,	0,	0,	22,	10,	60500.0,	30/06/2014,	24877.2,	33008.0,	27/03/2016
0,	0,	0,	21,	10,	95700.0,	29/06/2014,	228681.6,	191068.0,	03/11/2016
0,	0,	0,	7,	10,	93500.0,	27/06/2014,	548.4,	83798.0,	18/12/2015
0,	0,	0,	1,	10,	27500.0,	27/06/2014,	0.0,	27627.0,	21/07/2015
0,	0,	0,	19,	10,	123200.0,	25/06/2014,	122.4,	21975.0,	12/09/2015
0,	0,	0,	21,	10,	61600.0,	25/06/2014,	11770.8,	36620.0,	03/06/2016
2,	0,	45,	16,	10,	156200.0,	24/06/2014,	2598.0,	33950.0,	23/11/2015
0,	0,	0,	16,	10,	71500.0,	23/06/2014,	-106.8,	52308.0,	18/04/2015
0,	0,	0,	21,	10,	60500.0,	23/06/2014,	0.0,	49974.0,	23/10/2015
0,	0,	0,	20,	10,	22000.0,	22/06/2014,	7761.6,	16131.0,	02/10/2016
0,	0,	0,	21,	10,	108900.0,	21/06/2014,	62511.6,	100784.0,	26/03/2016
0,	0,	0,	17,	10,	167200.0,	18/06/2014,	2701.2,	63410.0,	18/09/2015
0,	0,	0,	19,	10,	110000.0,	18/06/2014,	-448.8,	75288.0,	17/08/2015
0,	0,	0,	18,	10,	91300.0,	16/06/2014,	97248.0,	82150.0,	17/11/2015
0,	0,	0,	19,	10,	40700.0,	16/06/2014,	1425.6,	38216.0,	13/12/2015
0,	0,	0,	20,	10,	33000.0,	16/06/2014,	1987.2,	16263.0,	12/01/2015
0,	0,	0,	23,	10,	115500.0,	15/06/2014,	17636.4,	98082.0,	29/03/2016
0,	0,	0,	18,	10,	110000.0,	15/06/2014,	17310.0,	36580.0,	03/06/2016
0,	0,	0,	16,	10,	27500.0,	13/06/2014,	4910.4,	14684.0,	10/11/2015
0,	0,	0,	2,	10,	166100.0,	12/06/2014,	1920.0,	23089.0,	15/09/2015
0,	0,	0,	12,	10,	166100.0,	12/06/2014,	35130.0,	29775.0,	11/05/2015
0,	0,	0,	16,	10,	110000.0,	10/06/2014,	31410.0,	82700.0,	24/01/2016
0,	0,	0,	8,	10,	71500.0,	10/06/2014,	48438.0,	67971.0,	26/03/2016
0,	0,	0,	18,	10,	44000.0,	10/06/2014,	26823.6,	22853.0,	18/03/2016
0,	0,	0,	19,	10,	23100.0,	09/06/2014,	0.0,	24241.0,	04/08/2016
0,	0,	0,	13,	10,	66000.0,	08/06/2014,	3812.4,	60500.0,	16/09/2015
0,	0,	0,	23,	10,	46200.0,	07/06/2014,	2900.4,	51411.0,	19/05/2016
1,	0,	1,	15,	10,	156200.0,	06/06/2014,	0.0,	20257.0,	23/11/2015
0,	0,	0,	19,	10,	66000.0,	06/06/2014,	0.0,	4763.0,	26/10/2015
0,	0,	0,	24,	10,	128700.0,	05/06/2014,	3738.0,	33466.0,	18/03/2016
0,	0,	0,	17,	10,	90200.0,	05/06/2014,	975.6,	30639.0,	27/09/2015
0,	0,	0,	24,	10,	57200.0,	05/06/2014,	62828.4,	56097.0,	16/04/2016
0,	0,	0,	21,	10,	62700.0,	04/06/2014,	60129.6,	57484.0,	01/08/2016
0,	0,	0,	22,	10,	123200.0,	25/05/2014,	31048.8,	113209.0,	14/03/2016
0,	0,	0,	22,	10,	122100.0,	25/05/2014,	0.0,	46008.0,	20/06/2015
0,	0,	0,	19,	10,	33000.0,	25/05/2014,	-50.4,	4597.0,	18/02/2015
5,	0,	75,	16,	10,	73700.0,	21/05/2014,	70146.0,	60615.0,	19/01/2016
0,	0,	0,	25,	10,	114400.0,	18/05/2014,	24378.0,	36954.0,	17/06/2016
0,	0,	0,	19,	10,	136400.0,	17/05/2014,	41558.4,	49865.0,	14/12/2015
0,	0,	0,	25,	10,	68200.0,	17/05/2014,	56959.2,	63606.0,	06/07/2016
0,	0,	0,	24,	10,	103400.0,	14/05/2014,	0.0,	8969.0,	23/03/2016
0,	0,	0,	23,	10,	55000.0,	14/05/2014,	100404.0,	152410.0,	16/04/2016
0,	0,	0,	20,	10,	114400.0,	13/05/2014,	19920.0,	58877.0,	18/01/2016
0,	0,	0,	10,	10,	86900.0,	13/05/2014,	15074.4,	23903.0,	18/01/2016
0,	0,	0,	17,	10,	275000.0,	12/05/2014,	86.4,	1102.0,	24/01/2015
0,	0,	0,	14,	10,	115500.0,	08/05/2014,	43765.2,	93535.0,	17/09/2015
1,	0,	30,	19,	10,	23100.0,	08/05/2014,	0.0,	2424.0,	18/10/2014
0,	0,	0,	21,	10,	55000.0,	05/05/2014,	12669.6,	42987.0,	17/01/2016
0,	0,	0,	19,	10,	64900.0,	04/05/2014,	6990.0,	26553.0,	29/09/2015
0,	0,	0,	21,	10,	115500.0,	03/05/2014,	2547.6,	20549.0,	13/11/2015
0,	0,	0,	1,	10,	115500.0,	03/05/2014,	8851.2,	20549.0,	22/07/2015
0,	0,	0,	12,	10,	112200.0,	01/05/2014,	121306.8,	107728.0,	01/05/2016
0,	0,	0,	21,	10,	90200.0,	01/05/2014,	0.0,	724.0,	26/01/2015
0,	0,	0,	21,	10,	106700.0,	28/04/2014,	4873.2,	22200.0,	25/01/2016
0,	0,	0,	26,	10,	73700.0,	28/04/2014,	3760.8,	66518.0,	28/05/2016
0,	0,	0,	24,	10,	181500.0,	26/04/2014,	62776.8,	52814.0,	23/03/2016
6,	0,	135,	12,	10,	58300.0,	25/04/2014,	5270.4,	20492.0,	26/09/2015
0,	0,	0,	22,	10,	44000.0,	25/04/2014,	45799.2,	40849.0,	29/01/2016
0,	0,	0,	21,	10,	183150.0,	23/04/2014,	5361.6,	37473.0,	28/03/2016
0,	0,	0,	19,	10,	57200.0,	22/04/2014,	31126.8,	52250.0,	24/11/2015
0,	0,	0,	23,	10,	55000.0,	22/04/2014,	119241.6,	220084.0,	02/10/2016
0,	0,	0,	14,	10,	165000.0,	21/04/2014,	-661.2,	6399.0,	07/06/2014
0,	0,	0,	22,	10,	248600.0,	18/04/2014,	2502.0,	37991.0,	18/11/2015
0,	0,	0,	19,	10,	118800.0,	17/04/2014,	55669.2,	104474.0,	17/11/2015
0,	0,	0,	23,	10,	136400.0,	16/04/2014,	356721.6,	297768.0,	13/02/2016
0,	0,	0,	21,	10,	66000.0,	16/04/2014,	66612.0,	67933.0,	24/11/2015
0,	0,	0,	19,	10,	136400.0,	15/04/2014,	50661.6,	136527.0,	16/11/2015
0,	0,	0,	22,	10,	132000.0,	15/04/2014,	149263.2,	124886.0,	28/01/2016
0,	0,	0,	24,	10,	91300.0,	15/04/2014,	-685.2,	86419.0,	16/04/2016
0,	0,	0,	20,	10,	118800.0,	13/04/2014,	47175.6,	102648.0,	17/12/2015
0,	0,	0,	16,	10,	89100.0,	13/04/2014,	58059.6,	81209.0,	17/05/2016
0,	0,	0,	16,	10,	104500.0,	11/04/2014,	1009.2,	75805.0,	03/08/2016
0,	0,	0,	17,	10,	22000.0,	08/04/2014,	21115.2,	21274.0,	14/12/2015
0,	0,	0,	19,	10,	112200.0,	07/04/2014,	17450.4,	103172.0,	16/01/2016
0,	0,	0,	21,	10,	110000.0,	07/04/2014,	0.0,	24962.0,	01/09/2016
0,	0,	0,	19,	10,	28600.0,	07/04/2014,	1615.2,	14605.0,	13/11/2015
0,	0,	0,	21,	10,	129800.0,	06/04/2014,	-1.2,	53156.0,	20/03/2016
0,	0,	0,	20,	10,	94600.0,	06/04/2014,	215200.8,	250613.0,	24/02/2016
0,	0,	0,	13,	10,	62700.0,	02/04/2014,	67131.6,	60261.0,	01/06/2016
0,	0,	0,	25,	10,	11000.0,	02/04/2014,	8164.8,	11454.0,	22/03/2016
0,	0,	0,	22,	10,	95700.0,	30/03/2014,	7628.4,	91639.0,	15/10/2015
0,	0,	0,	14,	10,	85800.0,	30/03/2014,	36.0,	1496.0,	05/02/2015
0,	0,	0,	25,	10,	57200.0,	30/03/2014,	22394.4,	21106.0,	05/08/2016
0,	0,	0,	24,	10,	79200.0,	29/03/2014,	72806.4,	69136.0,	15/03/2016
0,	0,	0,	19,	10,	66000.0,	29/03/2014,	-18.0,	26117.0,	11/09/2015
0,	0,	0,	20,	10,	125400.0,	28/03/2014,	100155.6,	121376.0,	25/11/2015
0,	0,	0,	20,	10,	125400.0,	28/03/2014,	100155.6,	121376.0,	25/11/2015
0,	0,	0,	20,	10,	125400.0,	28/03/2014,	100155.6,	121376.0,	25/11/2015
0,	0,	0,	23,	10,	53900.0,	25/03/2014,	9976.8,	24538.0,	02/09/2016
0,	0,	0,	24,	10,	35200.0,	25/03/2014,	36921.6,	31671.0,	23/02/2016
0,	0,	0,	20,	10,	33000.0,	25/03/2014,	-560.4,	23461.0,	24/06/2015
0,	0,	0,	19,	10,	92400.0,	24/03/2014,	5484.0,	86967.0,	24/05/2015
2,	0,	45,	16,	10,	11000.0,	24/03/2014,	11574.0,	21781.0,	27/07/2015
2,	0,	2,	20,	10,	63800.0,	23/03/2014,	1118.4,	41700.0,	12/08/2015
0,	0,	0,	27,	10,	69300.0,	19/03/2014,	0.0,	43318.0,	27/05/2016
0,	0,	0,	25,	10,	97900.0,	18/03/2014,	1078.8,	50525.0,	18/04/2016
0,	0,	0,	25,	10,	59400.0,	17/03/2014,	19456.8,	49433.0,	28/03/2016
0,	0,	0,	7,	10,	118800.0,	16/03/2014,	107042.4,	110657.0,	17/11/2015
0,	0,	0,	18,	10,	82500.0,	16/03/2014,	1110.0,	74541.0,	02/05/2016
0,	0,	0,	25,	10,	123750.0,	15/03/2014,	15826.8,	42218.0,	27/03/2016
0,	0,	0,	14,	10,	99000.0,	12/03/2014,	37208.4,	32520.0,	27/11/2015
0,	0,	0,	18,	10,	88000.0,	12/03/2014,	33249.6,	82581.0,	18/05/2016
0,	0,	0,	13,	10,	95700.0,	11/03/2014,	62587.2,	86575.0,	13/11/2015
0,	0,	0,	15,	10,	11000.0,	11/03/2014,	-4.8,	9703.0,	25/12/2015
0,	0,	0,	22,	10,	102300.0,	06/03/2014,	110415.6,	96324.0,	20/04/2016
0,	0,	0,	21,	10,	271700.0,	05/03/2014,	12556.8,	15182.0,	15/12/2015
0,	0,	0,	23,	10,	118800.0,	05/03/2014,	127770.0,	109048.0,	18/04/2016
0,	0,	0,	21,	10,	481800.0,	02/03/2014,	8481.6,	12833.0,	13/11/2015
0,	0,	0,	14,	10,	55550.0,	02/03/2014,	115352.4,	96627.0,	10/04/2015
0,	0,	0,	26,	10,	96800.0,	01/03/2014,	15036.0,	56898.0,	17/01/2016
0,	0,	0,	25,	10,	70400.0,	01/03/2014,	18921.6,	50186.0,	25/12/2015
0,	0,	0,	26,	10,	127600.0,	28/02/2014,	16332.0,	28842.0,	04/10/2016
0,	0,	0,	24,	10,	257400.0,	26/02/2014,	259939.2,	235846.0,	15/02/2016
0,	0,	0,	24,	10,	183700.0,	26/02/2014,	17794.8,	52690.0,	23/01/2016
0,	0,	0,	25,	10,	183700.0,	24/02/2014,	78993.6,	89188.0,	22/02/2016
0,	0,	0,	20,	10,	113300.0,	23/02/2014,	3787.2,	51888.0,	16/09/2015
0,	0,	0,	26,	10,	89100.0,	23/02/2014,	28808.4,	64213.0,	26/04/2016
0,	0,	0,	19,	10,	81400.0,	23/02/2014,	23440.8,	60475.0,	09/01/2015
0,	0,	0,	26,	10,	68200.0,	22/02/2014,	0.0,	18913.0,	29/10/2015
0,	0,	0,	25,	10,	94600.0,	21/02/2014,	20738.4,	70178.0,	03/09/2016
0,	0,	0,	23,	10,	99000.0,	18/02/2014,	22434.0,	23619.0,	20/12/2015
0,	0,	0,	19,	10,	94600.0,	17/02/2014,	0.0,	14373.0,	16/11/2015
0,	0,	0,	23,	10,	355300.0,	16/02/2014,	4164.0,	51730.0,	17/01/2016
0,	0,	0,	23,	10,	55000.0,	16/02/2014,	134372.4,	112477.0,	22/11/2015
0,	0,	0,	25,	10,	49500.0,	16/02/2014,	29298.0,	46292.0,	26/02/2016
0,	0,	0,	25,	10,	247500.0,	15/02/2014,	141064.8,	210500.0,	20/03/2016
1,	2,	151,	22,	10,	16500.0,	14/02/2014,	0.0,	19634.0,	27/08/2014
0,	0,	0,	2,	10,	116600.0,	12/02/2014,	12760.8,	15091.0,	18/08/2015
0,	0,	0,	12,	10,	116600.0,	12/02/2014,	648.0,	15091.0,	17/11/2015
0,	0,	0,	12,	10,	82500.0,	12/02/2014,	44236.8,	53428.0,	14/11/2015
0,	0,	0,	15,	10,	40700.0,	09/02/2014,	4353.6,	35660.0,	15/12/2015
0,	0,	0,	19,	10,	15400.0,	07/02/2014,	0.0,	13901.0,	14/11/2015
0,	0,	0,	20,	10,	155100.0,	05/02/2014,	26956.8,	53622.0,	16/01/2016
0,	0,	0,	20,	10,	79200.0,	04/02/2014,	-114.0,	34281.0,	18/08/2015
0,	0,	0,	23,	10,	59400.0,	04/02/2014,	62995.2,	52996.0,	02/08/2016
0,	0,	0,	17,	10,	44000.0,	04/02/2014,	-70.8,	40500.0,	26/06/2015
0,	0,	0,	22,	10,	93500.0,	03/02/2014,	19569.6,	55383.0,	27/11/2015
0,	0,	0,	21,	10,	56100.0,	03/02/2014,	58819.2,	51182.0,	12/04/2015
0,	0,	0,	27,	10,	141900.0,	02/02/2014,	5029.2,	105461.0,	04/03/2016
0,	0,	0,	22,	10,	114400.0,	02/02/2014,	65623.2,	110049.0,	12/09/2015
0,	0,	0,	6,	10,	68200.0,	31/01/2014,	51706.8,	56714.0,	04/11/2016
0,	0,	0,	23,	10,	71500.0,	29/01/2014,	49392.0,	41660.0,	23/11/2015
0,	0,	0,	19,	10,	149600.0,	28/01/2014,	99829.2,	136500.0,	13/09/2015
0,	0,	0,	26,	10,	55000.0,	28/01/2014,	21681.6,	37023.0,	04/08/2016
0,	0,	0,	23,	10,	313500.0,	27/01/2014,	286344.0,	253210.0,	24/11/2015
0,	0,	0,	27,	10,	27500.0,	27/01/2014,	13804.8,	26075.0,	05/08/2016
0,	0,	0,	24,	10,	566500.0,	26/01/2014,	850.8,	548474.0,	22/01/2016
0,	0,	0,	27,	10,	113300.0,	25/01/2014,	0.0,	18232.0,	26/02/2016
0,	0,	0,	25,	10,	88000.0,	25/01/2014,	2871.6,	19363.0,	18/01/2016
0,	0,	0,	22,	10,	30800.0,	22/01/2014,	0.0,	18256.0,	26/08/2015
0,	0,	0,	22,	10,	77000.0,	21/01/2014,	16004.4,	60024.0,	25/10/2015
0,	0,	0,	6,	10,	16500.0,	21/01/2014,	0.0,	11658.0,	07/11/2014
0,	0,	0,	28,	10,	23100.0,	20/01/2014,	4474.8,	28049.0,	02/10/2015
